date,hour,user_id,province
2022-01-01,13:00,0006,Samut Songkhram
2022-01-03,01:00,0006,Samut Sakhon
2022-01-02,15:00,0006,Ratchaburi
2022-01-03,04:00,0006,Nakhon Pathom
2022-01-01,17:00,0006,Samut Sakhon
2022-01-01,03:00,0006,Pathum Thani
2021-12-31,15:00,0006,Nakhon Pathom
2022-01-01,01:00,0006,Samut Prakan
2022-01-01,11:00,0006,Bangkok
2022-01-02,02:00,0006,Samut Songkhram
2022-01-03,21:00,0006,Nakhon Pathom
2022-01-04,03:00,0006,Bangkok
2022-01-04,10:00,0006,Nakhon Pathom
2022-01-04,15:00,0006,Samut Prakan
2022-01-04,22:00,0006,Pathum Thani
2022-01-05,08:00,0006,Nakhon Pathom
2021-03-30,09:00,0007,Pathum Thani
2021-03-30,13:00,0007,Nonthaburi
2021-03-28,19:00,0007,Bangkok
2021-03-29,16:00,0007,Ang Thong
2021-03-30,22:00,0007,Bangkok
2021-03-29,04:00,0007,Pathum Thani
2021-03-30,00:00,0007,Phra Nakhon Si Ayutthaya
2021-03-29,13:00,0007,Phra Nakhon Si Ayutthaya
2021-04-01,06:00,0007,Bangkok
2021-03-31,21:00,0007,Bangkok
2021-04-01,00:00,0007,Pathum Thani
2021-06-07,06:00,0007,Samut Prakan
2021-06-06,21:00,0007,Bangkok
2021-10-27,10:00,0007,Bangkok
2021-10-28,04:00,0007,Bangkok
2021-10-27,20:00,0007,Pathum Thani
2021-12-15,08:00,0007,Bangkok
2021-12-14,07:00,0007,Suphan Buri
2021-12-13,11:00,0007,Bangkok
2021-12-14,19:00,0007,Ratchaburi
2021-12-13,15:00,0007,Pathum Thani
2021-12-14,15:00,0007,Kanchanaburi
2021-12-13,23:00,0007,Phra Nakhon Si Ayutthaya
2021-12-20,09:00,0007,Bangkok
2021-12-20,10:00,0007,Samut Sakhon
2021-12-20,13:00,0007,Bangkok
2021-12-27,17:00,0007,Samut Prakan
2021-12-27,11:00,0007,Bangkok
2021-12-28,13:00,0007,Chachoengsao
2021-12-28,15:00,0007,Prachin Buri
2021-12-28,11:00,0007,Chon Buri
2021-12-28,19:00,0007,Chachoengsao
2021-12-30,06:00,0007,Bangkok
2021-12-29,21:00,0007,Nonthaburi
2021-12-29,18:00,0007,Bangkok
2021-12-31,17:00,0007,Bangkok
2022-01-01,12:00,0007,Pathum Thani
2022-01-01,03:00,0007,Samut Prakan
2021-12-31,19:00,0007,Nakhon Pathom
2021-12-31,13:00,0007,Samut Prakan
2021-05-29,04:00,0008,Phra Nakhon Si Ayutthaya
2021-05-29,07:00,0008,Samut Prakan
2021-05-28,19:00,0008,Pathum Thani
2021-05-28,14:00,0008,Bangkok
2021-05-27,16:00,0008,Samut Prakan
2021-05-28,02:00,0008,Bangkok
2021-05-28,08:00,0008,Samut Prakan
2021-12-08,01:00,0008,Chanthaburi
2021-12-07,17:00,0008,Trat
2021-12-16,07:00,0008,Samut Prakan
2021-12-15,16:00,0008,Samut Prakan
2021-12-15,19:00,0008,Bangkok
2021-12-18,07:00,0008,Nakhon Pathom
2021-12-18,14:00,0008,Samut Prakan
2021-12-17,21:00,0008,Nonthaburi
2021-12-20,11:00,0008,Samut Prakan
2021-12-20,20:00,0008,Chon Buri
2021-12-20,15:00,0008,Chachoengsao
2021-12-21,06:00,0008,Chanthaburi
2021-12-21,09:00,0008,Chon Buri
2021-11-02,21:00,0009,Chiang Mai
2021-11-02,11:00,0009,Lamphun
2021-11-03,03:00,0009,Lamphun
2021-11-02,18:00,0009,Lampang
2021-11-04,19:00,0009,Chiang Mai
2021-11-05,07:00,0009,Lamphun
2021-11-05,05:00,0009,Phayao
2021-11-04,12:00,0009,Lamphun
2021-11-05,02:00,0009,Lampang
2021-11-06,18:00,0009,Samut Sakhon
2021-11-07,09:00,0009,Lamphun
2021-11-06,14:00,0009,Bangkok
2021-11-08,23:00,0009,Sukhothai
2021-11-08,08:00,0009,Lamphun
2021-11-08,13:00,0009,Phrae
2021-11-09,01:00,0009,Lampang
2021-11-08,12:00,0009,Lampang
2021-11-09,11:00,0009,Lamphun
2021-11-18,13:00,0009,Lamphun
2021-11-18,10:00,0009,Chanthaburi
2021-11-17,16:00,0009,Bangkok
2021-11-17,17:00,0009,Samut Prakan
2021-11-18,01:00,0009,Chachoengsao
2021-12-14,18:00,0009,Chiang Mai
2021-12-14,15:00,0009,Lamphun
2021-12-15,09:00,0009,Lamphun
2021-12-17,08:00,0009,Lamphun
2021-12-16,22:00,0009,Nakhon Pathom
2021-12-16,17:00,0009,Bangkok
2021-12-18,11:00,0009,Bangkok
2021-12-18,20:00,0009,Samut Prakan
2021-12-20,00:00,0009,Phayao
2021-12-19,20:00,0009,Lampang
2021-12-19,11:00,0009,Lamphun
2021-12-21,19:00,0009,Chiang Mai
2021-12-21,10:00,0009,Lamphun
2021-12-24,06:00,0009,Lampang
2021-12-23,18:00,0009,Lamphun
2021-12-24,15:00,0009,Chiang Rai
2021-12-24,04:00,0009,Chiang Mai
2021-12-24,17:00,0009,Lamphun
2021-12-28,22:00,0009,Chiang Mai
2021-12-29,09:00,0009,Lamphun
2021-12-28,12:00,0009,Lamphun
2021-12-30,17:00,0009,Nonthaburi
2021-12-31,12:00,0009,Nonthaburi
2021-12-30,14:00,0009,Pathum Thani
2021-12-31,03:00,0009,Bangkok
2021-01-05,02:00,0010,Chiang Rai
2021-01-04,18:00,0010,Chiang Mai
2021-04-24,18:00,0010,Chiang Mai
2021-04-24,11:00,0010,Chiang Mai
2021-04-24,16:00,0010,Lampang
2021-11-09,02:00,0010,Phitsanulok
2021-11-08,17:00,0010,Sukhothai
2021-11-09,12:00,0010,Chiang Mai
2021-11-17,14:00,0010,Chiang Mai
2021-11-17,09:00,0010,Samut Prakan
2021-11-17,13:00,0010,Bangkok
2021-11-17,08:00,0010,Chachoengsao
2021-11-18,20:00,0010,Bangkok
2021-11-19,04:00,0010,Samut Sakhon
2021-11-19,09:00,0010,Nakhon Pathom
2021-12-29,08:00,0010,Chiang Mai
2021-12-28,20:00,0010,Chiang Mai
2021-12-29,02:00,0010,Lamphun
2021-12-31,22:00,0010,Lamphun
2021-12-31,06:00,0010,Chiang Rai
2021-12-31,14:00,0010,Lampang
2022-01-01,09:00,0010,Lampang
2022-01-01,02:00,0010,Chiang Mai
2021-12-30,16:00,0010,Chiang Mai
2021-12-31,01:00,0010,Lampang
2021-09-21,16:00,0011,Bangkok
2021-09-22,06:00,0011,Nonthaburi
2021-09-22,00:00,0011,Pathum Thani
2021-12-13,16:00,0011,Pathum Thani
2021-12-13,18:00,0011,Bangkok
2021-12-13,08:00,0011,Bangkok
2021-12-18,19:00,0011,Samut Sakhon
2021-12-19,08:00,0011,Bangkok
2021-12-18,09:00,0011,Bangkok
2021-12-28,18:00,0011,Samut Prakan
2021-12-29,07:00,0011,Bangkok
2021-12-28,17:00,0011,Bangkok
2021-01-03,12:00,0012,Nonthaburi
2021-01-03,06:00,0012,Nonthaburi
2021-01-03,07:00,0012,Nakhon Pathom
2021-01-02,14:00,0012,Nonthaburi
2021-01-02,23:00,0012,Pathum Thani
2021-01-04,21:00,0012,Nonthaburi
2021-01-04,08:00,0012,Nonthaburi
2021-01-04,12:00,0012,Pathum Thani
2021-11-28,14:00,0012,Phra Nakhon Si Ayutthaya
2021-11-28,00:00,0012,Samut Prakan
2021-11-28,19:00,0012,Suphan Buri
2021-11-28,07:00,0012,Pathum Thani
2021-11-27,18:00,0012,Nakhon Pathom
2021-11-27,13:00,0012,Nonthaburi
2021-12-25,02:00,0012,Phra Nakhon Si Ayutthaya
2021-12-24,16:00,0012,Nonthaburi
2021-12-25,11:00,0012,Nonthaburi
2021-12-29,23:00,0012,Chai Nat
2021-12-28,23:00,0012,Kanchanaburi
2021-12-28,18:00,0012,Nakhon Pathom
2021-12-29,15:00,0012,Sing Buri
2021-12-28,16:00,0012,Nonthaburi
2021-12-30,08:00,0012,Nonthaburi
2021-12-29,06:00,0012,Suphan Buri
2021-12-31,02:00,0012,Samut Prakan
2021-12-31,11:00,0012,Bangkok
2021-12-30,21:00,0012,Nakhon Pathom
2021-12-30,12:00,0012,Nonthaburi
2022-01-02,03:00,0012,Nakhon Pathom
2022-01-02,09:00,0012,Nonthaburi
2022-01-01,20:00,0012,Nonthaburi
2022-01-03,13:00,0012,Nonthaburi
2022-01-04,00:00,0012,Suphan Buri
2022-01-04,09:00,0012,Nonthaburi
2022-01-03,15:00,0012,Nakhon Pathom
2022-01-02,08:00,0012,Nonthaburi
2022-01-02,10:00,0012,Phra Nakhon Si Ayutthaya
2022-01-04,08:00,0012,Nonthaburi
2022-01-03,20:00,0012,Nonthaburi
2022-01-04,04:00,0012,Pathum Thani
2022-01-05,11:00,0012,Nonthaburi
2022-01-05,16:00,0012,Nakhon Pathom
2022-01-06,14:00,0012,Suphan Buri
2022-01-06,02:00,0012,Suphan Buri
2022-01-06,11:00,0012,Phra Nakhon Si Ayutthaya
2022-01-07,12:00,0012,Chiang Mai
2022-01-08,01:00,0012,Chiang Mai
2022-01-07,17:00,0012,Lampang
2022-01-08,11:00,0012,Nonthaburi
2022-01-01,01:00,0012,Pathum Thani
2021-12-31,12:00,0012,Bangkok
2021-12-31,22:00,0012,Samut Prakan
2022-01-01,02:00,0012,Nonthaburi
2022-01-02,03:00,0012,Suphan Buri
2021-12-31,09:00,0012,Nonthaburi
2022-01-02,01:00,0012,Kanchanaburi
2021-12-31,21:00,0012,Nakhon Pathom
2022-01-02,21:00,0012,Suphan Buri
2022-01-01,15:00,0012,Nakhon Pathom
2022-01-02,14:00,0012,Ang Thong
2022-01-03,05:00,0012,Sing Buri
2022-01-03,09:00,0012,Nonthaburi
2022-01-02,11:00,0012,Phra Nakhon Si Ayutthaya
2022-01-01,07:00,0012,Bangkok
2021-12-31,19:00,0012,Bangkok
2022-01-04,21:00,0012,Phra Nakhon Si Ayutthaya
2022-01-05,06:00,0012,Nonthaburi
2022-01-04,15:00,0012,Nonthaburi
2022-01-06,17:00,0012,Nonthaburi
2022-01-06,10:00,0012,Nonthaburi
2022-01-06,16:00,0012,Bangkok
2022-01-08,15:00,0012,Samut Sakhon
2022-01-08,05:00,0012,Bangkok
2022-01-07,21:00,0012,Nonthaburi
2022-01-09,00:00,0012,Nakhon Pathom
2022-01-09,04:00,0012,Nonthaburi
2022-01-02,22:00,0012,Nonthaburi
2022-01-02,16:00,0012,Bangkok
2022-01-02,08:00,0012,Nonthaburi
2022-01-03,11:00,0012,Nonthaburi
2022-01-03,18:00,0012,Phra Nakhon Si Ayutthaya
2022-01-04,08:00,0012,Nonthaburi
2022-01-02,06:00,0012,Samut Sakhon
2022-01-02,16:00,0012,Bangkok
2022-01-02,01:00,0012,Samut Songkhram
2022-01-01,19:00,0012,Nakhon Pathom
2022-01-01,17:00,0012,Nonthaburi
2022-01-01,22:00,0012,Samut Sakhon
2022-01-02,20:00,0012,Nakhon Pathom
2021-01-04,04:00,0013,Ratchaburi
2021-01-02,11:00,0013,Bangkok
2021-01-03,11:00,0013,Ratchaburi
2021-01-03,18:00,0013,Phetchaburi
2021-01-02,19:00,0013,Samut Sakhon
2021-01-04,11:00,0013,Phetchaburi
2021-01-03,05:00,0013,Samut Songkhram
2021-01-02,18:00,0013,Nakhon Pathom
2021-01-06,18:00,0013,Samut Prakan
2021-01-05,16:00,0013,Bangkok
2021-01-05,18:00,0013,Samut Prakan
2021-01-06,03:00,0013,Pathum Thani
2021-01-06,10:00,0013,Bangkok
2021-01-28,11:00,0013,Chachoengsao
2021-01-28,10:00,0013,Samut Prakan
2021-01-28,19:00,0013,Bangkok
2021-02-26,16:00,0013,Samut Prakan
2021-02-26,15:00,0013,Bangkok
2021-02-26,18:00,0013,Bangkok
2021-06-13,22:00,0013,Nonthaburi
2021-06-14,08:00,0013,Bangkok
2021-06-13,12:00,0013,Bangkok
2021-08-09,03:00,0013,Pathum Thani
2021-08-08,17:00,0013,Bangkok
2021-08-09,08:00,0013,Bangkok
2021-08-08,18:00,0013,Samut Prakan
2021-11-17,04:00,0013,Samut Prakan
2021-11-16,19:00,0013,Bangkok
2021-11-20,18:00,0013,Bangkok
2021-11-21,06:00,0013,Bangkok
2021-11-21,02:00,0013,Nonthaburi
2021-12-20,12:00,0013,Bangkok
2021-12-21,09:00,0013,Bangkok
2021-12-20,19:00,0013,Phra Nakhon Si Ayutthaya
2021-12-20,14:00,0013,Nonthaburi
2021-12-20,22:00,0013,Suphan Buri
2021-12-30,03:00,0013,Pathum Thani
2021-12-29,13:00,0013,Bangkok
2021-12-29,21:00,0013,Nonthaburi
2021-12-31,10:00,0013,Samut Prakan
2021-12-31,08:00,0013,Bangkok
2022-01-01,17:00,0013,Samut Prakan
2022-01-01,10:00,0013,Bangkok
2022-01-01,20:00,0013,Bangkok
2022-01-02,10:00,0013,Bangkok
2022-01-02,19:00,0013,Nonthaburi
2022-01-02,20:00,0013,Bangkok
2022-01-02,19:00,0013,Nonthaburi
2022-01-02,13:00,0013,Bangkok
2022-01-03,01:00,0013,Pathum Thani
2022-01-02,16:00,0013,Bangkok
2022-01-02,15:00,0013,Pathum Thani
2022-01-03,08:00,0013,Bangkok
2022-01-04,16:00,0013,Bangkok
2022-01-05,05:00,0013,Saraburi
2022-01-05,15:00,0013,Pathum Thani
2022-01-05,20:00,0013,Phra Nakhon Si Ayutthaya
2022-01-05,00:00,0013,Pathum Thani
2022-01-06,06:00,0013,Bangkok
2022-01-07,16:00,0013,Samut Prakan
2022-01-07,17:00,0013,Pathum Thani
2022-01-07,08:00,0013,Bangkok
2022-01-07,18:00,0013,Bangkok
2022-01-09,08:00,0013,Bangkok
2022-01-08,18:00,0013,Bangkok
2022-01-08,22:00,0013,Samut Prakan
2022-01-10,16:00,0013,Bangkok
2022-01-10,22:00,0013,Samut Prakan
2022-01-11,09:00,0013,Bangkok
2022-01-06,12:00,0013,Samut Sakhon
2022-01-06,14:00,0013,Bangkok
2022-01-06,08:00,0013,Bangkok
2022-01-07,11:00,0013,Bangkok
2022-01-07,20:00,0013,Bangkok
2022-01-07,14:00,0013,Nonthaburi
2022-01-08,20:00,0013,Bangkok
2022-01-09,12:00,0013,Nonthaburi
2022-01-09,19:00,0013,Bangkok
2022-01-09,05:00,0013,Pathum Thani
2021-01-03,02:00,0014,Saraburi
2021-01-03,11:00,0014,Pathum Thani
2021-01-02,19:00,0014,Phra Nakhon Si Ayutthaya
2021-01-02,15:00,0014,Pathum Thani
2021-01-02,23:00,0014,Pathum Thani
2021-01-04,14:00,0014,Pathum Thani
2021-01-05,13:00,0014,Chachoengsao
2021-01-04,22:00,0014,Nakhon Pathom
2021-01-06,11:00,0014,Rayong
2021-01-07,09:00,0014,Pathum Thani
2021-01-06,01:00,0014,Chanthaburi
2021-01-06,13:00,0014,Chanthaburi
2021-01-06,20:00,0014,Trat
2021-01-05,16:00,0014,Chon Buri
2021-01-05,14:00,0014,Chanthaburi
2021-01-05,04:00,0014,Samut Prakan
2021-01-04,21:00,0014,Bangkok
2021-02-19,02:00,0014,Bangkok
2021-02-18,18:00,0014,Pathum Thani
2021-09-17,00:00,0014,Samut Songkhram
2021-09-17,06:00,0014,Samut Sakhon
2021-09-16,09:00,0014,Pathum Thani
2021-09-16,13:00,0014,Bangkok
2021-09-17,15:00,0014,Pathum Thani
2021-09-16,21:00,0014,Samut Sakhon
2021-11-19,07:00,0014,Pathum Thani
2021-11-18,22:00,0014,Nonthaburi
2021-11-18,13:00,0014,Bangkok
2021-12-15,15:00,0014,Saraburi
2021-12-15,09:00,0014,Pathum Thani
2021-12-14,15:00,0014,Pathum Thani
2021-12-15,01:00,0014,Bangkok
2021-12-28,09:00,0014,Bangkok
2021-12-28,17:00,0014,Pathum Thani
2021-12-28,14:00,0014,Samut Sakhon
2021-12-29,23:00,0014,Saraburi
2021-12-29,16:00,0014,Pathum Thani
2021-12-30,09:00,0014,Pathum Thani
2021-12-31,23:00,0014,Pathum Thani
2021-12-31,21:00,0014,Nonthaburi
2022-01-01,01:00,0014,Nonthaburi
2021-12-31,18:00,0014,Bangkok
2022-01-02,10:00,0014,Pathum Thani
2022-01-02,16:00,0014,Nonthaburi
2022-01-02,20:00,0014,Pathum Thani
2021-12-31,19:00,0014,Nakhon Pathom
2021-12-31,14:00,0014,Bangkok
2021-12-31,12:00,0014,Pathum Thani
2021-12-31,14:00,0014,Nonthaburi
2022-01-01,00:00,0014,Pathum Thani
2022-01-02,12:00,0014,Pathum Thani
2022-01-02,22:00,0014,Pathum Thani
2022-01-02,17:00,0014,Bangkok
2021-12-31,20:00,0014,Pathum Thani
2022-01-01,03:00,0014,Saraburi
2022-01-02,19:00,0014,Pathum Thani
2022-01-03,10:00,0014,Pathum Thani
2022-01-03,05:00,0014,Bangkok
2022-01-01,14:00,0014,Lop Buri
2022-01-02,00:00,0014,Pathum Thani
2022-01-01,05:00,0014,Saraburi
2021-12-31,19:00,0014,Pathum Thani
2022-01-01,09:00,0014,Sing Buri
2022-01-02,11:00,0014,Sing Buri
2022-01-02,07:00,0014,Chai Nat
2022-01-02,13:00,0014,Pathum Thani
2022-01-01,12:00,0014,Lop Buri
2021-12-31,21:00,0014,Pathum Thani
2022-01-01,02:00,0014,Saraburi
2022-01-01,20:00,0014,Chai Nat
2022-01-01,03:00,0014,Lop Buri
2022-01-01,22:00,0014,Nakhon Sawan
2021-01-02,20:00,0015,Bangkok
2021-01-03,04:00,0015,Samut Prakan
2021-01-02,14:00,0015,Chachoengsao
2021-01-03,14:00,0015,Chachoengsao
2021-01-04,06:00,0015,Chachoengsao
2021-01-03,23:00,0015,Chon Buri
2021-09-24,04:00,0015,Chanthaburi
2021-09-23,21:00,0015,Chachoengsao
2021-11-06,23:00,0015,Rayong
2021-11-07,10:00,0015,Samut Prakan
2021-11-07,01:00,0015,Chanthaburi
2021-11-06,17:00,0015,Chanthaburi
2021-11-07,02:00,0015,Chachoengsao
2021-11-06,12:00,0015,Chon Buri
2021-11-07,11:00,0015,Chachoengsao
2021-11-06,09:00,0015,Chachoengsao
2021-12-15,08:00,0015,Chachoengsao
2021-12-15,16:00,0015,Prachin Buri
2021-12-15,21:00,0015,Chachoengsao
2021-01-10,16:00,0016,Chiang Mai
